clade_name	NCBI_tax_id	SRS149181	SRS149075	SRS148817	SRS148784	SRS148196	SRS148159	SRS147766	SRS147346	SRS146764	SRS145497	SRS144714	SRS144506	SRS144362	SRS144297	SRS143991	SRS143876	SRS143780	SRS143598	SRS143417	SRS143342	SRS143181	SRS143148	SRS143070	SRS142781	SRS142712	SRS142599	SRS142542	SRS142505	SRS142503	SRS140645	SRS140513	SRS140492	SRS105082	SRS104400	SRS104197	SRS103987	SRS101433	SRS101376	SRS100021	SRS098881	SRS098827	SRS098717	SRS098655	SRS098514	SRS097958	SRS097920	SRS097889	SRS078665	SRS078419	SRS078242	SRS077849	SRS077753	SRS077641	SRS077589	SRS077552	SRS077502	SRS077454	SRS077392	SRS077294	SRS077231	SRS077194	SRS077127	SRS076929	SRS076876	SRS076756	SRS075984	SRS075878	SRS075773	SRS075341	SRS075078	SRS074964	SRS074670	SRS064973	SRS063518	SRS063489	SRS058070	SRS056273	SRS055533	SRS054352	SRS053649	SRS053573	SRS053356	SRS050026	SRS049896	SRS049402	SRS045739	SRS045528	SRS043667	SRS024663	SRS021219	SRS021153	SRS020622	SRS017916	SRS016438	SRS016437	SRS013639	SRS013638	SRS013098	SRS012969	SRS012849
s__Collinsella_stercoris	2|201174|84998|84999|84107|102106|147206	0.00099	0.00194	0.01493	0.0029	0.00333	0.00012	0	0	0.0224	0.0011	0.00407	0.00694	0.0002	0.00454	0	0.00738	0	0	0	0.0007	8e-05	0.00053	0.00502	0	0	0	0.0089	0	0	0	0	0.02504	0.00091	0.00243	0	0.00011	0	0.00165	0.00645	0.0004	0	0.03043	0.00482	0	0.00494	0.00923	0.00054	0.00055	0.00674	0	0.00019	0.00136	0.00361	0.00811	0	0.00968	0.02282	0.01121	0.00914	0.0019	0.00386	0.01404	0.00017	0.00132	0.00064	0.01099	0.01201	0.00064	0	0.0005	0	0.00169	0.00045	0.00259	0	0	0.00298	0	0.00069	0.00019	0	0.056	0.00141	0.00323	0.32984	0.0018	0.00347	0.001	0	0.00661	0	0	0	0	0	0.00265	0	0.00428	0.00304	0.029
s__Collinsella_massiliensis	2|201174|84998|84999|84107|1472762|1232426	0	0	0.001	0	0.00084	0	0	0	0.00268	0	0.00055	0.00194	0.0001	0	0	0.00034	0	0	0	0	0	0.00139	0.00165	0	0	0	0.00079	0	0	0	0	0.00189	0	0.00188	0	0	0	0.00092	0.00016	0	0	0.00203	0	0	0.0008	0.00068	0.00059	0.00013	0.00218	0	0	0.0009	0.00073	0	0	0.003	0.00376	0.00587	0.00019	0.00029	0.00089	0	0.00056	0.00024	0	0.00021	0.0118	0.00025	0.00025	0	0	0	0	0.00117	0	0	0.0012	0	0.0011	0	0	0.01361	0.00017	0.00169	0.00564	0	0.00129	0	0	0	0	0	0	0	0	0.00106	0.00063	0.00156	0.00125	0.00375
s__Enorma_massiliensis	2|201174|84998|84999|84107|1472762|1472761	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053	0	0.00016	0	0	0	0	0	0	0	0.00272	0	0	0	0	0	0	0	0	0	0.00035	0.00032	0	0	0	0.00434	0	0	0	0.0002	0	0	0	0	0	0.2279	0	0	0	0	0	0	0	0	0	0.00073	0	0.03752	0	0	0.00137	0	0.00023	0.00047	0	0.00039	0	0	0	0	0	0	0	0	0.00036	0	0.00022	0.00015	0
s__Adlercreutzia_equolifaciens	2|201174|84998|1643822|1643826|447020|446660	0.00486	0.00212	0.00017	0.00565	0.03432	0.03235	0	0.00288	0	0.00122	0.0156	0.00095	0.0084	0.00788	0.06792	0.00085	0.00135	0.00141	0.00031	0	0.00103	0.0004	0	0	0	0.00015	0.00375	0	0.00617	0	0.00356	0	0	0.0206	0.00314	0.00014	0	0.00069	0.0041	0.00297	0	0.01325	0.00869	0.00132	0.00614	0.01623	0.01116	0.00147	0.01252	0.00843	0.00118	0.01546	0.00265	0.0015	0.00133	0	0.01349	0.00994	0.00053	0.00693	0	0	0.02364	0	0	0.00897	0	0.01112	0.01632	0.03568	0.00506	0.00719	0	0	0	0.01034	0.0064	0	0.00492	0.00066	0	0.00059	0.00789	0.00195	0	0.00066	0.02621	0	0	0.005	0	0	0.0057	0.00284	0.0017	0.03543	0.01585	0.00861	0.01433	0.01278
s__Asaccharobacter_celatus	2|201174|84998|1643822|1643826|553372|394340	0.00355	0.0012	0.00553	0.00334	0.03296	0.03614	0	0.00334	0.0009	0.00311	0.01881	0.00091	0.00749	0.00924	0.22004	0.00056	0.00047	0.00263	0.00271	0	0.00198	0	0.00165	0	0	0.00119	0.00851	0	0.0028	0	0.00494	0	0	0.04201	0.00349	0.00028	0.00117	0	0.01194	0.00492	0.00125	0.01504	0.02284	0.00387	0.00449	0.00922	0.01101	0.00079	0.01314	0.0173	0.0001	0.01858	0.00192	0.00216	0.00365	0	0.01687	0.01088	0.00382	0.0025	0	0	0.02237	0	0	0.02316	0	0.02094	0.01393	0.03124	0.00584	0.00188	0	0.0007	0	0.00904	0.00717	0.00109	0.00132	0.00196	0	0	0.003	0.00163	0	0	0.02817	0	0	0.00591	0	0	0.02688	0.00052	7e-05	0.02827	0.01309	0.00948	0.01894	0.00888
s__Eggerthella_lenta	2|201174|84998|1643822|1643826|84111|84112	0.00573	0.00574	0.02788	0.00388	0.02751	0	0	0	0	0	0	0.00141	0.0092	0	0.10204	0.00207	0.0013	0.01447	0	0.03141	0	0	0	0	0.05498	0.00444	0.00243	0.07702	0	0	0	0.00099	0	0.0122	0.0123	0	0.01922	0	0.09409	0	0	0.21724	0.04482	0.02149	0	0.01502	0.0154	0.00366	0	0.01181	0	0.01234	0	0	0.00063	0.11655	0.12177	0.09703	0	0.01133	0.00188	0.04923	0.04423	0.00245	0	0.00858	0.01877	0.0319	0	0.00318	0.0063	0.00283	0.00058	0.0087	0	0	0.00323	0.02121	0	0	0	0	0.00315	0	0.00374	0	0.0508	0	0.00227	0.02351	0.10897	0	0.49784	0.01167	0.01006	0.04071	0.01861	0.00081	0	0.00988
s__Enterorhabdus_caecimuris	2|201174|84998|1643822|1643826|580024|671266	0	0	0	0	0.00014	0.00118	0	0	0	0	0	0	0.00035	0	0.00477	5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0.00027	0	0	0.00103	0	0	0	0	0.00028	0	0.00011	0	0	0.00058	0	0	0	0	0	0.00227	0	0	0	0	0.00153	0	0	0	0	0.00031	0	0.00073	0	0	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0	0.00251	0.00061	0.00042	0.00038	0
s__Gordonibacter_pamelaeae	2|201174|84998|1643822|1643826|644652|471189	0.0119	0.00608	0.00722	0.01505	0.007	0.00508	0	0.00315	0	0.00025	0.00668	0	0.00254	0.03263	0.08413	0.00083	0.00145	0.01523	0.00363	0.00439	0	0.00575	0	0	0.006	0.00453	0.00199	0.0105	0.00031	0	0	0.00654	0	0.01436	0.0047	0	0.0044	0.0164	0.0332	0.00541	0	0.10439	0.02339	0.00528	0.00598	0.0173	0.00629	0.00066	0.01888	0.0054	0	0.02554	0.00076	0	0.00487	0.00786	0.02423	0.6857	0.00402	0.01731	0.00158	0.0131	0.06212	0	0.0129	0.00789	0.00371	0.08923	0.01602	0.00464	0.00482	0.00261	0	0.00058	0.00123	0.0119	0.03688	0.00303	0	0.00117	0	0	0.0046	0	0.01227	0	0.16467	0	0.00237	0.01249	0.01496	0.00035	0.13827	0.00077	0.00035	0.05871	0.03688	0.01443	0	0.00023
s__Slackia_isoflavoniconvertens	2|201174|84998|1643822|1643826|84108|572010	0.05647	0	0	0	0	0.79917	0	0	0.00041	0.03235	0	0	0	0	0	0.00711	0	0	0	0	0.00982	0	0	0	0	0	0	0	0	0	0	0	0.00889	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03418	0	0	0	0	0	0.0164	0	1.04128	0	0	0	0	0	0.00751	0	0	0	0	0	0	0	0	0	0.00044	0	0
s__Bacteroides_caccae	2|976|200643|171549|815|816|47678	2.12946	0	4.72618	0	3.12976	0	0	3.59387	0	0.63396	0	0.61633	7.69582	0	0	3.15254	0	2.33293	0	18.03208	0.49021	0	0.01918	13.83752	0	15.39265	3.78399	0	0	0.01597	0.00379	0.00078	1.49428	9.40822	0	0.86467	0.34545	1.06628	0.00019	0	23.15834	0	0	3.0425	0	0	0	1.45829	0.96439	1.20087	4.99195	0	0.20509	1.82246	0	14.41967	10.84556	9.24813	6.97649	0	0	0	2.19654	0	0.66556	5.22587	3.68809	1.24414	0	7.93544	18.42771	0	0.68367	0.52896	0	0.00053	1.23251	0.00246	0.76647	0.94111	21.41913	0	0.33433	0.03173	0	0.00111	0	3.1627	0.00045	6.36549	0	0.00116	0.19476	0.00101	0	0	0	1.89781	1.80654	1.33345
s__Bacteroides_cellulosilyticus	2|976|200643|171549|815|816|246787	0.67128	0	3.12721	3.76285	0.00548	0	0	0	0	0.00077	0.35627	0	0	0.17519	0	0.0136	7.29753	0	0	7.51554	0	0.68507	0	0	22.6172	0	4.82388	0	0.57967	0.00346	1.63199	0.81484	0.01084	2.67499	0	0.13214	0	0.01048	0	0	0	0	0	0	0.87148	1.70094	6.59239	0	0.9209	0	0	2.16677	0.00028	0	0	0	0	0	0	0.38446	0	5.35178	1.77345	0	0	6.07339	3.30184	7.61589	16.3135	0	0	0	0	0.16717	0	14.09139	0	0	0.49434	0	0	0.77784	0	0.01681	0.0805	0	14.16346	0	0	0.09988	0	0.04648	0	0	0	0.24337	0.18934	0.64495	0.00032	0
s__Bacteroides_clarus	2|976|200643|171549|815|816|626929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12344	0	0	0	0	0	0.45426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06198	0
s__Bacteroides_coprocola	2|976|200643|171549|815|816|310298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.45817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18072	0	0	0	0	0.49217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40037	0	0
s__Bacteroides_coprophilus	2|976|200643|171549|815|816|387090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_dorei	2|976|200643|171549|815|816|357276	0.61161	0	0	0.5174	0	10.67161	0	0	0	0.99222	0	0	0	0	0	0	0	15.15449	0	0	0.67757	0.06696	0.04216	0	48.89591	0	0	0	0	3.87309	3.28399	0.00079	0	0	0	0	5.72692	0.0066	0.00062	0	0	25.03392	11.47035	27.69925	0	0.10512	0	0.00088	12.04383	0.00141	0.0324	0	0.03083	0	0	0	0	5.08797	0	0.54762	0	28.46429	0	0	0	0	2.05789	0	10.25668	0.24116	0.00051	0.08156	0.00093	0	0	7.46288	1.42367	0.0006	0.00212	1.51654	0.00186	2.76851	0.00047	0.3697	0	0.00055	0	0.91695	42.81938	0.00037	0.00028	0.00123	0.97349	0.00757	0.00325	0	0	3.66732	0.04281	6.12595
s__Bacteroides_eggerthii	2|976|200643|171549|815|816|28111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191	0	0	0	0	0	0	0	9.67869	0.0068	0	0	0	0	0	0.04174	0	0.00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88993	0	0	0	0	0	0	0	0	0	0	22.94137	0	0	4.0181	0	0	0.19568	0.16663	0	0	0.43345
s__Bacteroides_faecichinchillae	2|976|200643|171549|815|816|871325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476
s__Bacteroides_faecis	2|976|200643|171549|815|816|674529	0.46915	0.08032	0	0	0	4.49947	11.48455	0	0.59072	0	0	0	12.62979	0	0.56168	0	0	0	0	0	0.19987	0	1.28825	0	0	0	0	0	0	0.01201	0	0	0	0	7.34232	2.51211	0	0	0	0	0	0	0	0	0	0	0	0.50201	0	0	0.00251	0	0	0	1.7128	0	0	0	0	0	0	0	0	0	0	0	0	0.04131	0	0	0.00068	0	0	0	0	0.00135	0	0	2.00065	0	0	0	0.24346	0	0	0	0	0	0	0	0	23.88855	0	0	0	3.18229	2.6697	0	0.00196	1.63413
s__Bacteroides_faecis_CAG_32	2|976|200643|171549|815|816|1263044	0.66317	0.01983	0	0	0	1.13295	5.23154	0	0	0	0	0	0	0	0.28662	0	0	0	0	0	0	0	0.31221	0	0	0	0	0	0	0.00445	0	0	0	0	3.40829	0.02288	0	0.00075	0	0	0	0	0	0	0	0	0	0.00205	0	0	1.3588	0	0	0	0.50272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29168	2.79773	0	0.27791	0.8042
s__Bacteroides_finegoldii	2|976|200643|171549|815|816|338188	6.66943	0	0	0	0	0	0	5.66402	1.38947	0.20738	0	0	0	0	0	4.8762	0	0	0	0	0	0	1.47354	0	0	0	0	0	0	0.00861	4.37373	0.09291	3.60004	0	0	0.33203	0	0	22.67374	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06352	0	0	0	0	0	2.79586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41025	0	0.53513	0	0.15376	0.08541	0	0	0	0	4.26796	0	0	0	4.84389	4.75364	2.09071	1.74459	0.93086	0	0.0582
s__Bacteroides_fragilis	2|976|200643|171549|815|816|817	0	0.94934	0	0.84471	0	1.04919	0	0.02257	0	0	0.00128	3.05164	9.17849	0	0	0	0	0.62569	2.8107	1.98099	0	0.17939	0	0	0	1.6306	0	0	0	0.44108	2.79907	5.87063	0	0	0	0	0.41239	0.03452	0	6.57929	0	1.1631	20.47786	0	0	1.4532	0	0.02208	0.79108	0	0	2.57655	7e-05	1.44642	0.00982	0	0	0	0	0	5.2023	0.42764	1.41035	0	0	0	0.78761	1.9078	0.31106	0	0.94153	0.08285	8e-05	0	0.58392	0	0	0.09168	0	0	18.92028	0	0.27336	0	9.26568	0.27139	1.38258	0.00528	0	0	0	0.38201	0.79227	0.2367	0.21938	0	0	0.67359	0	0
s__Bacteroides_galacturonicus	2|976|200643|171549|815|816|384639	0	0.30352	0	0	0	0.08862	0	0	0	0.00559	0	0.02701	0.00838	0.01146	0	0	0	0	0	0.00613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0.00412	0	0	0	0	0	0	0	0.00138	0	0.01216	0	0	0	0	0	0.0726	0	0	0	0	0.00182	0	0	0.00667	0	0	0	0	0	0	0	0	0	0.0011	0.0056	0	0	0
s__Bacteroides_intestinalis	2|976|200643|171549|815|816|329854	0	0	0	0	0.95651	0	0	0.32446	0	0.18144	0	0.70832	1.55438	0	0	0	0	0	0	0	0	0	0	0	0	17.92138	0	0	0	0	0	0	0	0	0	0	0	5.14983	0	0	0	0	0	0	0	0	0	0	0	0.38461	0.00431	0	0.01264	0	0	0	0	0	0	0	0.13567	0	0	0	4.54801	0	0	0	0	1.80621	0	0	0	0	0	0	3.30672	0	0	0.03053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0.04167	0.15762
s__Bacteroides_massiliensis	2|976|200643|171549|815|816|204516	0	0	0	0	0.316	0	0	1.01359	1.28134	0	0	0	0	0	2.85426	0	0	0	0	0	0.20686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14527	0	2.44272	2.6985	0	0	0	0	0	0	0	0	0.48461	0	0.98427	0.73304	0	0	0	1.71131	0	0	0.6771	0.99406	0	0	0	0	0	5.74941	0	0	0	0	0	0	0	0	2.10388	0	0	0	0	2.48749	0	0	0	0.45345	0	0	0	0	0	0.72928	0	0	0	0	0	0	0.53861	0.40017	0	0.33646	0
s__Bacteroides_nordii	2|976|200643|171549|815|816|291645	0	0	0	0	0	0	0	0	0	0	0	0	0.00537	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04928	0.00211	0	0	0.00068	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0.00654	0.09287	0	0	0	0	0	0	0	0	0	0.00139	0	0.00453	0	0	0	0	0	0	0	0	0.00614	0.00174	0	0	0	0	0	0	0	0	0	0	0	0.02675	0	0	0	0	0.03446	0	0	0	0.10896	0.1235	0	0	0.00305	0.03052	0.05814
s__Bacteroides_ovatus	2|976|200643|171549|815|816|28116	1.67325	6.3063	7.44029	1.3985	0.98857	2.5147	0	6.80159	2.59634	13.80174	0.35238	0.54357	0.30247	0.58383	1.36267	0.16467	20.05743	1.63026	24.4809	0	0.23625	1.10224	0.12741	0	0	0	3.23151	0	3.70702	57.97478	5.23371	0.76057	0.03507	3.45663	0	1.0507	0.09832	1.08341	0.00525	30.32951	0	0	8.73843	2.27968	0.80171	1.87238	9.72406	4.4502	1.29904	1.52173	1.37019	0	0.02568	0.18531	1.91163	5.36803	10.27945	0.66193	0	1.74266	3.88465	4.08757	0.02329	0	13.40864	2.75914	0	0.14369	0.56476	16.75607	21.92082	7.55356	0.00893	4.02751	0.90537	2.46087	7.07079	18.0042	1.90069	10.98131	47.51964	0.54918	6.61145	0.36898	1.03721	4.75326	0	0.00237	7.47528	5.69004	0.0077	17.77419	0	0.12	0.09493	3.26116	2.65911	0.79888	0.31798	3.00054
s__Bacteroides_plebeius	2|976|200643|171549|815|816|310297	0	0	0	0	0	0	0	0	0	0.00175	0	0	0	0	0	3.80422	0	0	0	0	3.18923	0	30.41345	0	0	0	0	0	0	0.02776	0.01218	0.00293	8.11277	0	0	0	0.00072	0.01012	0.00219	0	0	0	0	0	0	0	0	45.43502	0.00182	17.00975	0.00191	0	0	22.74427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0.00254	0.00344	0.00018	0.00077	0	0.00064	0	0.00319	0.00306	36.62871	0.00042	0.00153	0	30.38914	0	0	0.01755	0	0.00144	0.00101	0.00211	0	0.0012	0	0.00107	0	0	0	0	0.00153	1.48748
s__Bacteroides_salyersiae	2|976|200643|171549|815|816|291644	0	0	0	0	0	0	0	0	0	1.44944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73192	0	0	0	0	0	3.43626	0	0	0	0	0	0	0	0.23068	0	0	0	0	0	0.4505	0	0	0	0	0	0	0	0	0	0	4.19103	0	0.26597	0	2.06757	0	0	0	0	0.0181	0	0	2.32769	0	0.52523	0	0.03195	0	1.68321	0	0	0	0	0	0	0	0	0	0	0	0	0.57027	0
s__Bacteroides_sp_CAG_144	2|976|200643|171549|815|816|1262736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_CAG_443	2|976|200643|171549|815|816|1262739	0	0	0	0	0	4.18444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14135
s__Bacteroides_sp_D2	2|976|200643|171549|815|816|556259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00306	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_stercoris	2|976|200643|171549|815|816|46506	28.47366	8.9351	1.7092	3.51984	2.11903	0	0	0	1.29336	0.41423	1.7753	2.26032	0	2.82651	35.50556	5.67632	0	28.23532	9.36281	0	0	8.85907	10.39662	0	0	3.18676	0.85798	0	3.80611	0.03026	0.00777	5.44369	4.2154	4.03163	0	2.74134	9.50941	8.15923	10.83913	10.37943	0	0	0	10.77915	9.22179	8.15421	0	6.40958	0.00325	5.92071	5.53965	0	0.03806	27.56872	45.67506	0	7.13464	0.08526	0	11.89886	0	0.00225	0.36829	26.11577	9.1772	1.72728	0.00197	5.10667	0.00354	0.00268	0.00453	7.36809	0.00115	0	69.07333	0.00444	0.00203	0.0037	0.00251	1.32694	0	0.44013	12.34635	1.84214	9.13612	3.53736	0	0.00175	1.806	0.00204	0.00313	0.00205	0.12139	8.71765	8.28778	2.57681	2.08098	0.50123	1.82471	0.00163
s__Bacteroides_thetaiotaomicron	2|976|200643|171549|815|816|818	0.57332	3.74953	0.56512	4.11432	1.03686	0	0	2.56676	0.12622	2.84033	0.49732	0.428	0	0.20403	0.10286	1.36893	1.62971	5.71146	0.18456	0	0	2.74673	0	0	0	10.55753	2.78717	0	3.67298	32.55731	4.51848	0.83391	0.948	0	0	0.04829	2.43339	1.78509	0.00063	1.11136	15.19052	10.18628	0	5.54372	0.64213	3.9265	4.07587	0.00115	0.74972	0.68691	4.12469	2.49701	0.61694	0.72685	0.25718	0	0.31703	1.05647	1.01244	1.50147	3.46799	2.34064	6.69141	0	0.60725	2.74904	3.26694	5.59923	0.97	7.05222	0.0017	1.8624	0.96228	0	1.38331	6.16461	3.55437	2.86082	0.00045	3.15666	0.00141	2.56193	0.00013	1.40231	1.98345	1.80353	3.69784	0.42419	0.639	5.2622	7.43452	0.2594	0	4.00717	3.79353	0	0	0.25349	1.80038	0.05585
s__Bacteroides_uniformis	2|976|200643|171549|815|816|820	10.27768	22.85177	17.64862	15.55198	0.80205	0.00276	26.28358	14.8718	3.41021	15.7007	2.90985	1.49166	19.35007	1.40395	15.62855	1.44762	26.18583	22.58844	1.88715	15.71789	0.76279	7.5752	0.60213	1.14999	0	12.69264	9.14678	0	22.54883	0.066	7.81655	8.90309	0.35603	3.6507	23.83215	0.74063	25.30738	8.72605	6.64266	5.77643	0	6.51408	6.40988	31.08682	4.12717	10.13748	28.86176	7.19824	3.30149	27.49597	2.19078	6.98777	0.02589	5.56869	21.79032	12.43908	9.85873	3.4329	11.31183	11.98882	3.69857	17.32158	9.45212	13.46147	4.37168	12.8053	11.13979	7.02115	0.00498	7.26628	0.00818	9.01749	3.92525	5.7911	6.85368	0.01059	13.31942	5.15383	0.66071	14.35818	0.01052	0.98157	14.59923	0.90008	4.80565	13.23662	12.07463	0.00448	1.04514	7.07013	13.83361	1.76756	2.83508	40.9999	37.21832	8.68503	6.43581	11.91171	1.19146	1.08703
s__Bacteroides_vulgatus	2|976|200643|171549|815|816|821	10.69978	13.74948	15.0073	19.16866	10.16684	5.57984	6.19791	30.25574	11.30089	34.6111	6.86044	2.35177	13.58181	7.23884	5.39135	13.08347	12.18244	0.0035	1.56457	29.53491	1.53313	27.50433	5.91389	51.93073	0	8.79016	15.82684	0	10.87065	0.19881	39.51378	12.36932	14.8199	18.18083	19.77814	15.40617	15.637	20.18263	36.89801	12.37071	41.2659	0	0.00304	0.00083	31.41718	27.78286	12.07686	10.53087	0.02862	12.13189	7.45631	10.30622	0.92665	9.69591	13.87244	24.89648	26.59482	5.89598	17.99048	26.93622	13.42584	2.57741	47.06665	49.37776	25.79045	10.78479	23.37771	8.08384	0.02058	10.19197	44.81572	49.12083	82.37635	14.11197	7.95609	0.03226	16.51193	63.35703	10.14996	32.33311	0.02551	8.07276	19.34669	10.71724	30.93228	47.90283	22.09636	17.89942	0.04289	33.13621	57.65803	38.03279	0	32.83586	30.80028	11.1129	9.2079	0.60863	3.81113	8.11516
s__Bacteroides_xylanisolvens	2|976|200643|171549|815|816|371601	0	0	0.68084	0	0	0	27.04066	0.01946	0.34995	0.03067	0.16239	0.40704	0.51128	0.01775	0.01547	0.08671	0.4613	1.85812	0.04091	0	0.86346	0	0.32527	25.60666	0	2.10635	0.5142	0	0.14888	0.026	0.01082	3.58668	0.04505	0	3.25208	0.14073	0.0061	0.18195	0.00031	0.27002	0	0	3.43733	1.40797	0.07232	0	1.8632	0.11001	0.00138	0.27523	0.69316	3.29362	0.07436	1.32027	0.005	0.11692	2.38482	0	1.16555	0.21025	0.36178	1.0396	0.26817	0	0.38803	0.46031	2.68679	0.16841	1.69522	8.25102	0.00319	2.2626	3.062	2.7598	3.01898	7.11557	4.6909	0.0039	0.00443	0.1525	0.0005	0.3595	0.37374	1.33895	4.65633	1.41246	5.24842	3.01176	2.33157	0.41992	17.41066	1.43388	0.15436	0.8122	0.88688	0.21858	0.16784	0.00399	0.35121	0.04766
s__Barnesiella_intestinihominis	2|976|200643|171549|2005519|397864|487174	3.73366	0	0	1.08824	1.81202	0	0	4.95486	0	2.38427	0	0.68937	0	0	6.19646	4.43851	0	0	0	0	0.35296	0.97941	0.72184	0	0	0	0	0	0	0.0084	3.83222	8.778	1.64102	0	0	1.81511	0	0.00043	0	0	0	0	0	0	0	1.01583	0	0	2.97603	1.64594	0	0	0.75403	0	3.41873	0	0	4.61988	3.05093	1.10939	0	2.13097	0	0	1.1736	0	0	1.18514	6.31456	7.56578	0	0	0	0	0	0	3.4629	0	3.00982	2.20038	0	3.09743	0	0.23369	3.18057	0	0	0	0	0	0	1.37632	0.38655	0	0	0	0	0	0	9.31861
s__Coprobacter_fastidiosus	2|976|200643|171549|2005519|1348911|1099853	0.38108	0	0	0.31289	1.52533	0	0	0.19368	0	0	0	1.28941	0	0	0	0	0	0	0	0	0	0.14995	0.02487	0	0	0	0	0	0.42994	0	0	0	0	0	0	0.0864	0	0	0	0	0	0	0	0	0	0.20818	0	0.66251	0.1034	0	0	0	0.00933	0	0	0	0	0	0	0.34372	0	2.33114	0	0	0.97987	0	0	0.00921	0.18903	0	0	0	0	0	0	0	0	0	0.01592	0	0	0.00321	0.4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
